harga,merek,model,varian,tahun,jarak_tempuh,tipe_bahan_bakar,warna,transmisi
650000000,Jeep,Wrangler ,Sport Unlimited,2011,25.000-30.000 km,Bensin,Hitam,Automatic
120000000,Nissan,Serena,HWS,2012,55.000-60.000 km,Bensin,Hitam,Automatic
125000000,Suzuki,Ertiga,GL,2016,40.000-45.000 km,Bensin,Abu-abu,Manual
295000045,Mazda,CX-5,Grand Touring,2015,60.000-65.000 km,Bensin,Hitam,Automatic
298000000,Mazda,CX-5,Grand Touring,2015,70.000-75.000 km,Bensin,Abu-abu,Automatic
65000000,Proton,Gen2,Lain-lain,2008,115.000-120.000 km,Bensin,Silver,Automatic
143000000,Honda,Mobilio,E,2017,35.000-40.000 km,Bensin,Hitam,Manual
205000000,Honda,Jazz,RS CVT,2016,30.000-35.000 km,Bensin,Merah,Automatic
217000000,Mazda,CX-5,Grand Touring,2014,60.000-65.000 km,Bensin,Hitam,Automatic Triptonic
87000000,Daihatsu,Ayla,M,2016,25.000-30.000 km,Bensin,Putih,Manual
117500000,Daihatsu,Gran max Pick-up,Lain-lain,2018,30.000-35.000 km,Bensin,Abu-abu,Manual
97500000,Mazda,2,R,2010,45.000-50.000 km,Bensin,Hijau,Manual
59500000,Peugeot,206,XS,2006,110.000-115.000 km,Bensin,Biru,Manual
45000000,Isuzu,Panther,2.3,1995,>300.000 km,Diesel,Emas,Manual
42000000,KIA,Carnival,GS,2000,150.000-155.000 km,Bensin,Coklat,Automatic
675000000,Jeep,Wrangler ,Sport Unlimited,2011,25.000-30.000 km,Bensin,Hitam,Automatic
230000000,Mitsubishi,Pajero Sport,Exceed,2011,90.000-95.000 km,Diesel,Hitam,Automatic
18500000,Mazda,323,1.3,1986,25.000-30.000 km,Bensin,Putih,Manual
300000000,BMW,Serie 5,523i,2011,95.000-100.000 km,Bensin,Silver,Automatic Triptonic
88000000,Nissan,Grand livina,Lain-lain,2007,120.000-125.000 km,Bensin,Abu-abu,Manual
160000000,Mitsubishi,Strada Triton,2.5 Manual,2011,95.000-100.000 km,Diesel,Putih,Manual
109000000,Mazda,2,R,2011,85.000-90.000 km,Bensin,Abu-abu,Automatic Triptonic
110000000,Ford,Ranger,XLT,2010,150.000-155.000 km,Diesel,Hitam,Manual
123456789,Jaguar,XJ,Lain-lain,2004,70.000-75.000 km,Bensin,Hijau,Automatic Triptonic
120000000,Toyota,Innova,G,2009,75.000-80.000 km,Bensin,Abu-abu,Manual
619000000,BMW,Serie 3,320i Sport,2018,0-5.000 km,Bensin,Merah,Automatic Triptonic
125000000,KIA,Sportage,EX,2012,70.000-75.000 km,Bensin,Silver,Manual
112000000,Nissan,March,XS,2015,45.000-50.000 km,Bensin,Marun,Automatic
187000000,Mazda,CX-5,Touring,2013,210.000-215.000 km,Bensin,Abu-abu,Automatic
320000000,Honda,CR-V,2.4 Prestige,2015,75.000-80.000 km,Bensin,Putih,Automatic
42500000,KIA,Rio,Hatchback,2000,55.000-60.000 km,Bensin,Biru,Automatic
59000000,KIA,Carens II,Lain-lain,2005,75.000-80.000 km,Bensin,Silver,Automatic
64500000,Datsun,Go+,Panca A,2015,145.000-150.000 km,Bensin,Silver,Manual
147500000,Datsun,Cross,Lain-lain,2019,0-5.000 km,Bensin,Abu-abu,Automatic
120000000,Chevrolet,Aveo,LT,2014,65.000-70.000 km,Bensin,Putih,Automatic
140000000,Ford,Fiesta,EcoBoost S,2014,45.000-50.000 km,Bensin,Abu-abu,Automatic Triptonic
93000000,Datsun,Go+,Panca A Opt,2015,35.000-40.000 km,Bensin,Putih,Manual
129500000,Suzuki,Ertiga,GX,2015,50.000-55.000 km,Bensin,Putih,Manual
35000000,Timor,DOHC,1.5,2000,5.000-10.000 km,Bensin,Merah,Manual
46000000,Suzuki,Katana,1,1994,85.000-90.000 km,Bensin,Biru,Manual
75000000,Suzuki,APV,Mega Carry,2011,30.000-35.000 km,Bensin,Hitam,Manual
113000000,Mitsubishi,L300,Pick Up,2013,175.000-180.000 km,Diesel,Coklat,Manual
199000000,Toyota,Camry,"2,5 V",2012,105.000-110.000 km,Bensin,Hitam,Automatic
185000000,BMW,Serie 3,318i,1988,110.000-115.000 km,Bensin,Hijau,Automatic
22000000,Timor,DOHC,1.3,2000,200.000-205.000 km,Bensin,Coklat,Manual
298000000,BMW,Serie 5,520i,2012,70.000-75.000 km,Bensin,Hitam,Automatic Triptonic
36500000,KIA,Visto,Lain-lain,2001,50.000-55.000 km,Bensin,Coklat,Manual
67000000,Datsun,Go+,Panca T Opt,2015,45.000-50.000 km,Bensin,Silver,Manual
195000000,Toyota,Innova,G,2014,45.000-50.000 km,Bensin,Hitam,Manual
21000000,Isuzu,Lain-lain,Lain-lain,2001,35.000-40.000 km,Diesel,Lainnya,Manual
150000000,BMW,Serie 5,535i Luxury GT,2013,30.000-35.000 km,Bensin,Hitam,Automatic Triptonic
150000000,Toyota,Sienta,E,2017,30.000-35.000 km,Bensin,Putih,Manual
201000000,Toyota,Innova,G,2012,135.000-140.000 km,Diesel,Putih,Manual
107000000,Toyota,Avanza,G,2010,110.000-115.000 km,Bensin,Hitam,Manual
1175000000,Cadillac,Escalade,V8 6.2,2013,35.000-40.000 km,Bensin,Hitam,Automatic Triptonic
125000000,Ford,Fiesta,Sport,2014,45.000-50.000 km,Bensin,Merah,Automatic
165000000,Daihatsu,Terios,R,2016,45.000-50.000 km,Bensin,Putih,Automatic
43000000,Hyundai,Matrix,Lain-lain,2002,130.000-135.000 km,Bensin,Hitam,Manual
149000000,Suzuki,Ertiga,Lain-lain,2017,0-5.000 km,Diesel,Putih,Manual
100000000,KIA,Rio,Hatchback,2011,55.000-60.000 km,Bensin,Merah,Manual
155000000,Jeep,Cherokee,Limited,1995,115.000-120.000 km,Bensin,Merah,Manual
76500000,KIA,Picanto,Lain-lain,2014,50.000-55.000 km,Bensin,Kuning,Manual
260000000,Mitsubishi,Pajero Sport,Exceed,2014,55.000-60.000 km,Diesel,Putih,Automatic
350000000,Mitsubishi,Pajero Sport,2.5L Dakar,2015,120.000-125.000 km,Diesel,Abu-abu,Automatic
695000000,Isuzu,Lain-lain,Lain-lain,2015,10.000-15.000 km,Diesel,Putih,Manual
115000000,Suzuki,APV,GL,2015,45.000-50.000 km,Bensin,Hitam,Manual
145000000,Isuzu,Elf Minibus,2.8 Minibus Diesel,2013,220.000-225.000 km,Diesel,Silver,Manual
63000000,Hyundai,Avega,GX,2012,100.000-105.000 km,Bensin,Hitam,Manual
107000000,Suzuki,Jimny,5 MT,<1986,290.000-295.000 km,Bensin,Hitam,Manual
110000000,Mercedes-Benz,S-Class,S320,1992,100.000-105.000 km,Bensin,Hitam,Automatic
181000000,Mazda,2,GT,2015,55.000-60.000 km,Bensin,Merah,Automatic
129000000,Ford,Ecosport,Titanium,2015,80.000-85.000 km,Bensin,Abu-abu,Automatic Triptonic
280000000,Tata,Xenon,XT,2018,5.000-10.000 km,Diesel,Putih,Manual
70000000,Honda,Jazz,i-DSI,2004,200.000-205.000 km,Bensin,Biru,Automatic
81000000,Ford,Escape,XLT,2005,125.000-130.000 km,Bensin,Merah,Automatic
185000000,Mazda,CX-7,2.3,2012,65.000-70.000 km,Bensin,Hitam,Automatic
145000000,BMW,Serie 3,320i,2006,45.000-50.000 km,Bensin,Silver,Automatic
107000000,KIA,Rio 5 Door,LX+ MT,2013,25.000-30.000 km,Bensin,Putih,Manual
835000000,Porsche,Cayenne,Turbo,2011,40.000-45.000 km,Bensin,Hitam,Automatic
98000000,Nissan,X-Trail,Lain-lain,2004,45.000-50.000 km,Bensin,Hitam,Automatic
100000000,Toyota,Etios Valco,Lain-lain,2013,55.000-60.000 km,Bensin,Hitam,Manual
435000000,Mitsubishi,Pajero Sport,Dakar,2017,25.000-30.000 km,Diesel,Putih,Automatic
230000000,Toyota,Innova,G,2016,40.000-45.000 km,Bensin,Hitam,Automatic
178000000,Honda,Accord,VTi-L,2012,45.000-50.000 km,Bensin,Hitam,Automatic Triptonic
385000000,Mercedes-Benz,E-Class,E300,2012,50.000-55.000 km,Bensin,Marun,Automatic
85000000,Ford,Escape,XLT,2004,95.000-100.000 km,Bensin,Hijau,Automatic
75000000,Datsun,Go+,Panca T Style,2016,30.000-35.000 km,Bensin,Hitam,Manual
110000000,Chevrolet,Captiva,Lain-lain,2010,150.000-155.000 km,Diesel,Hitam,Automatic
109000000,Chevrolet,Captiva,Lain-lain,2008,95.000-100.000 km,Diesel,Silver,Automatic
33000000,KIA,Lain-lain,Lain-lain,1998,140.000-145.000 km,Bensin,Biru,Manual
145000000,Volvo,Lain-lain,Lain-lain,2001,95.000-100.000 km,Bensin,Hijau,Automatic
1075000000,Land Rover,Range rover,Lain-lain,2011,25.000-30.000 km,Bensin,Hitam,Automatic Triptonic
50000000,Chevrolet,Blazer,Lain-lain,2000,35.000-40.000 km,Bensin,Marun,Manual
715000000,Porsche,Cayenne,V6 3.6,2012,50.000-55.000 km,Bensin,Hitam,Automatic Triptonic
66000000,Honda,City,i-DSI,2003,200.000-205.000 km,Bensin,Emas,Automatic Triptonic
92000000,Toyota,Agya,TRD Sportivo,2015,10.000-15.000 km,Bensin,Merah,Manual
116000000,Daihatsu,Xenia,X Deluxe,2013,75.000-80.000 km,Bensin,Putih,Manual
46000000,Mercedes-Benz,C-Class,C180,1995,90.000-95.000 km,Bensin,Abu-abu,Automatic
39000000,Hyundai,Trajet,GLS,2001,195.000-200.000 km,Bensin,Abu-abu,Manual
93000000,Chevrolet,Spin,LTZ,2013,85.000-90.000 km,Bensin,Putih,Automatic
113000000,Daihatsu,Ayla,Lain-lain,2017,15.000-20.000 km,Bensin,Merah,Manual
2200000000,Aston Martin,Vantage,V8 S,2012,5.000-10.000 km,Bensin,Putih,Automatic
230000000,Hino,Dutro,Truck,2016,10.000-15.000 km,Diesel,Hijau,Manual
122000000,Toyota,Innova,G,2011,90.000-95.000 km,Bensin,Abu-abu,Automatic
79000000,Suzuki,Swift,GL,2005,135.000-140.000 km,Bensin,Hitam,Manual
109999000,Mazda,2,RZ,2014,80.000-85.000 km,Bensin,Putih,Automatic
86000000,Hyundai,i20,GL,2012,80.000-85.000 km,Bensin,Hitam,Manual
260000000,Mercedes-Benz,C-Class,C200,2011,65.000-70.000 km,Bensin,Putih,Automatic
75000000,KIA,Picanto,SE,2011,85.000-90.000 km,Bensin,Putih,Manual
265000000,Mitsubishi,Pajero Sport,Dakar,2011,100.000-105.000 km,Diesel,Putih,Automatic Triptonic
76000000,Suzuki,APV,GX,2007,15.000-20.000 km,Bensin,Hitam,Manual
47000000,Isuzu,Panther,2.3,1994,45.000-50.000 km,Diesel,Biru,Manual
515000000,BMW,Serie 3,320i 2.0,2016,15.000-20.000 km,Bensin,Putih,Automatic Triptonic
93000000,Chevrolet,Spin,LTZ,2013,90.000-95.000 km,Bensin,Abu-abu,Automatic
80000000,Datsun,Go+,Panca T Style,2018,15.000-20.000 km,Bensin,Silver,Manual
41000000,KIA,Visto,Lain-lain,2001,115.000-120.000 km,Bensin,Hitam,Automatic
23500000,Daihatsu,Charade,G100,1989,10.000-15.000 km,Bensin,Biru,Manual
105000005,Mazda,2,RZ,2012,50.000-55.000 km,Bensin,Hijau,Automatic
88000000,Mitsubishi,T120SS,Pick Up,2018,15.000-20.000 km,Bensin,Hitam,Manual
157500000,KIA,Sportage,Lain-lain,2012,65.000-70.000 km,Bensin,Abu-abu,Automatic
70500000,Datsun,Go,Panca T,2015,35.000-40.000 km,Bensin,Putih,Manual
85000000,Datsun,Go+,Panca T Opt,2017,20.000-25.000 km,Bensin,Silver,Manual
115000000,Daihatsu,Ayla,Lain-lain,2018,5.000-10.000 km,Bensin,Putih,Manual
125000000,Mazda,2,V,2012,90.000-95.000 km,Bensin,Putih,Automatic
40000000,Isuzu,Panther,Lain-lain,1997,25.000-30.000 km,Diesel,Merah,Manual
88000000,Suzuki,Wagon R,GX,2015,20.000-25.000 km,Bensin,Abu-abu,Manual
70000000,Mitsubishi,Colt,Lain-lain,<1986,35.000-40.000 km,Diesel,Kuning,Manual
95000000,Mitsubishi,Mirage,Exceed,2012,105.000-110.000 km,Bensin,Hitam,Automatic
44000000,Isuzu,Panther,2.3,1997,50.000-55.000 km,Diesel,Silver,Manual
23000000,Peugeot,405,1.9,1990,>300.000 km,Bensin,Abu-abu,Manual
88000000,Suzuki,Swift,ST,2008,100.000-105.000 km,Bensin,Silver,Automatic
268000000,Mitsubishi,Pajero Sport,2.5L Dakar,2012,90.000-95.000 km,Diesel,Putih,Automatic
45000000,Hyundai,Accent,1.5,1997,5.000-10.000 km,Bensin,Hijau,Manual
95000000,Toyota,Agya,G,2015,35.000-40.000 km,Bensin,Putih,Manual
400000000,Mitsubishi,Pajero Sport,Dakar 2.4,2016,40.000-45.000 km,Diesel,Hitam,Automatic
80000000,Datsun,Go,Panca T Active,2016,15.000-20.000 km,Bensin,Hitam,Manual
240000000,Hyundai,Santa Fe,CRDi,2013,120.000-125.000 km,Diesel,Putih,Automatic Triptonic
83000000,KIA,Picanto,SE,2012,85.000-90.000 km,Bensin,Abu-abu,Manual
90000000,Mazda,2,S,2010,155.000-160.000 km,Bensin,Putih,Manual
106000000,Toyota,Calya,G,2016,5.000-10.000 km,Bensin,Hitam,Manual
270000000,Isuzu,Elf Minibus,2.8 Minibus Diesel,2013,195.000-200.000 km,Diesel,Hitam,Manual
128000000,Suzuki,Ertiga,GX,2013,60.000-65.000 km,Bensin,Merah,Automatic
65000000,Suzuki,Carry,Lain-lain,2010,35.000-40.000 km,Bensin,Hitam,Manual
115000000,Isuzu,Grand touring,Lain-lain,2002,145.000-150.000 km,Diesel,Coklat,Manual
110000000,Nissan,Evalia,ST,2013,115.000-120.000 km,Bensin,Hitam,Manual
165000000,Isuzu,Panther,LM,2014,105.000-110.000 km,Diesel,Silver,Manual
90000000,Honda,Jazz,i-DSI,2006,160.000-165.000 km,Bensin,Hitam,Manual
440000000,BMW,X6,xDrive35i,2009,45.000-50.000 km,Bensin,Hitam,Automatic Triptonic
285000000,Mitsubishi,Pajero Sport,Exceed,2014,40.000-45.000 km,Diesel,Putih,Automatic Triptonic
450000000,Toyota,Fortuner,TRD,2018,10.000-15.000 km,Diesel,Hitam,Automatic Triptonic
27500000,Daihatsu,Espass,Lain-lain,1997,30.000-35.000 km,Bensin,Hijau,Manual
57000000,KIA,Picanto,M/T,2004,140.000-145.000 km,Bensin,Silver,Manual
88500000,Isuzu,Panther,LM,2007,105.000-110.000 km,Diesel,Biru,Manual
950000000,Porsche,Lain-lain,Lain-lain,2012,5.000-10.000 km,Bensin,Hitam,Automatic Triptonic
35000000,BMW,Serie 3,318i E30 1.8,1990,50.000-55.000 km,Bensin,Abu-abu,Manual
123000000,KIA,Rio,Hatchback,2013,40.000-45.000 km,Bensin,Merah,Automatic Triptonic
285000000,Chevrolet,Captiva,Lain-lain,2016,35.000-40.000 km,Bensin,Hitam,Automatic
210000000,Mazda,CX-9,3.7 NA,2010,45.000-50.000 km,Bensin,Hitam,Automatic
78000000,Honda,Jazz,i-DSI,2006,100.000-105.000 km,Bensin,Abu-abu,Automatic Triptonic
140000000,Isuzu,New Panther,Lain-lain,2013,115.000-120.000 km,Diesel,Hitam,Manual
110000000,Ford,Fiesta,Sport,2013,65.000-70.000 km,Bensin,Ungu,Automatic
126000000,Suzuki,Ertiga,GL,2013,125.000-130.000 km,Bensin,Putih,Manual
139500000,Toyota,Rush,G,2012,70.000-75.000 km,Bensin,Silver,Automatic
88000000,Daihatsu,Xenia,X Deluxe,2008,100.000-105.000 km,Bensin,Silver,Manual
290000000,Nissan,X-Trail,Lain-lain,2016,60.000-65.000 km,Bensin,Merah,Automatic Triptonic
150000000,Chevrolet,Spark,LT,2017,25.000-30.000 km,Bensin,Hitam,Automatic
447500000,Mitsubishi,Pajero Sport,Dakar 2.4,2017,25.000-30.000 km,Diesel,Putih,Automatic Triptonic
1700000000,Jaguar,E-Pace,SUV,2016,5.000-10.000 km,Bensin,Merah,Automatic Triptonic
123000000,Nissan,Juke,RX,2013,70.000-75.000 km,Bensin,Silver,Automatic
137000000,Chevrolet,Captiva,Lain-lain,2011,75.000-80.000 km,Diesel,Hitam,Automatic
333000000,BMW,Serie 5,520i Luxury,2012,25.000-30.000 km,Bensin,Hitam,Automatic Triptonic
100000000,Ford,Ranger,WildTrak,2008,185.000-190.000 km,Diesel,Putih,Manual
450000000,Volkswagen,Scirocco,R,2013,45.000-50.000 km,Bensin,Putih,Automatic Triptonic
28000000,Mitsubishi,Lancer,1.6 GLXi,1992,35.000-40.000 km,Bensin,Abu-abu,Manual
2375000000,Ferrari,California,California,2009,15.000-20.000 km,Bensin,Merah,Automatic Triptonic
87000000,Nissan,Evalia,SV,2014,55.000-60.000 km,Bensin,Silver,Manual
305000000,Volkswagen,Scirocco,1.4 TSI,2013,35.000-40.000 km,Bensin,Biru,Automatic
62000000,Toyota,Kijang,LGX,1997,185.000-190.000 km,Bensin,Abu-abu,Manual
1150000000,Jaguar,XJ,Portfolio L,2015,5.000-10.000 km,Bensin,Putih,Automatic Triptonic
24800000,Hyundai,Lain-lain,Lain-lain,1997,100.000-105.000 km,Bensin,Coklat,Manual
15000000,Ford,laser,Lain-lain,1997,65.000-70.000 km,Bensin,Biru,Manual
585000000,BMW,X1,sDrive18i xLine,2018,30.000-35.000 km,Bensin,Hitam,Automatic Triptonic
42000000,Isuzu,Panther,2.3,1993,10.000-15.000 km,Diesel,Marun,Manual
145000000,Mazda,2,R,2013,55.000-60.000 km,Bensin,Putih,Automatic
140000000,Honda,Jazz,RS,2010,110.000-115.000 km,Bensin,Putih,Automatic Triptonic
138000000,Chevrolet,Captiva,Lain-lain,2011,80.000-85.000 km,Diesel,Hitam,Automatic Triptonic
92000000,Chevrolet,Spin,LTZ,2013,60.000-65.000 km,Bensin,Abu-abu,Automatic
130000000,Honda,Mobilio,E,2015,70.000-75.000 km,Bensin,Emas,Automatic
87500000,KIA,Picanto,SE,2013,60.000-65.000 km,Bensin,Abu-abu,Manual
50000000,Chevrolet,Kalos,1.4,2011,275.000-280.000 km,Bensin,Hitam,Manual
45000000,Suzuki,Karimun estillo,Lain-lain,2007,100.000-105.000 km,Bensin,Hijau,Manual
1550000000,Mercedes-Benz,S-Class,S400,2016,5.000-10.000 km,Bensin,Hitam,Automatic Triptonic
52000000,Isuzu,Panther,2.3,1995,30.000-35.000 km,Diesel,Biru,Manual
70500000,Tata,Super Ace,DLS,2015,35.000-40.000 km,Diesel,Putih,Manual
118000000,Toyota,Avanza,Veloz,2012,85.000-90.000 km,Bensin,Silver,Automatic
91000000,Chevrolet,Spin,LTZ,2013,110.000-115.000 km,Bensin,Abu-abu,Automatic
105000000,Chevrolet,Spin,LTZ,2015,65.000-70.000 km,Bensin,Silver,Manual
390000000,Toyota,Fortuner,VRZ,2017,35.000-40.000 km,Diesel,Hitam,Automatic
101300000,Honda,Brio,Satya E,2015,0-5.000 km,Bensin,Putih,Manual
455000000,Mitsubishi,Pajero Sport,Dakar 2.4,2018,25.000-30.000 km,Bensin,Abu-abu,Automatic Triptonic
89000000,Volkswagen,Golf,FSI,2005,120.000-125.000 km,Bensin,Abu-abu,Automatic
79000000,Daihatsu,Gran max,Lain-lain,2008,125.000-130.000 km,Bensin,Hitam,Manual
75000000,Datsun,Go+,Panca T Opt,2015,70.000-75.000 km,Bensin,Abu-abu,Manual
145000000,Isuzu,Panther,Grand Touring,2005,155.000-160.000 km,Diesel,Hitam,Manual
95000000,Chevrolet,Spin,LTZ,2013,75.000-80.000 km,Bensin,Abu-abu,Automatic Triptonic
95000000,Ford,Fiesta,Trend,2011,100.000-105.000 km,Bensin,Ungu,Automatic Triptonic
25000000,Hyundai,Elantra,1.6,1995,100.000-105.000 km,Bensin,Biru,Automatic
3750000000,Bentley,Continental GT,W12,2012,5.000-10.000 km,Bensin,Putih,Automatic Triptonic
127000000,Toyota,Camry,V,2007,115.000-120.000 km,Bensin,Silver,Automatic Triptonic
137000000,Suzuki,Ignis,GX AT ,2018,10.000-15.000 km,Bensin,Biru,Automatic
146000000,Isuzu,Panther,Grand Touring,2008,195.000-200.000 km,Diesel,Hitam,Manual
75000000,Datsun,Go+,Panca T Opt,2017,20.000-25.000 km,Bensin,Putih,Manual
132000000,Toyota,Avanza,E,2016,45.000-50.000 km,Bensin,Putih,Manual
390000000,Mitsubishi,Pajero Sport,Exceed,2016,75.000-80.000 km,Diesel,Hitam,Automatic
58000000,Ford,Escape,XLT,2004,135.000-140.000 km,Bensin,Silver,Automatic
55000000,Suzuki,Katana,Lain-lain,1992,115.000-120.000 km,Bensin,Hitam,Manual
89000000,Ford,Fiesta,Sport,2013,100.000-105.000 km,Bensin,Merah,Automatic
67000000,Daihatsu,Xenia,Mi,2007,120.000-125.000 km,Bensin,Biru,Manual
138000000,Daihatsu,Xenia,X,2018,10.000-15.000 km,Bensin,Hitam,Manual
119000000,Honda,Brio,E,2017,5.000-10.000 km,Bensin,Merah,Manual
169000000,Honda,Mobilio,RS,2017,5.000-10.000 km,Bensin,Abu-abu,Manual
39000000,Mitsubishi,Lancer,GLXi,1993,100.000-105.000 km,Bensin,Hitam,Manual
215000000,Mitsubishi,Xpander,EXCEED A/T,2018,35.000-40.000 km,Bensin,Hitam,Automatic
41000000,Ford,Lynx,Ghia,2002,200.000-205.000 km,Bensin,Silver,Manual
120000000,Ford,Escape,XLT,2010,90.000-95.000 km,Bensin,Hitam,Automatic
1050000000,Lexus,LX,570 V8 5.7 Automatic,2012,130.000-135.000 km,Diesel,Hitam,Automatic
435000000,Land Rover,Range Rover Evoque,Dynamic Luxury Si4,2012,25.000-30.000 km,Bensin,Hitam,Automatic Triptonic
115000000,Mazda,2,R,2013,50.000-55.000 km,Bensin,Merah,Manual
650000000,Mercedes-Benz,C-Class,C200,2016,25.000-30.000 km,Bensin,Hitam,Automatic
445000000,BMW,Serie 3,320i Luxury,2015,40.000-45.000 km,Bensin,Coklat,Automatic
225000000,Chevrolet,Trax,LTZ,2018,5.000-10.000 km,Bensin,Hitam,Automatic Triptonic
485000000,Lexus,RX,270,2014,100.000-105.000 km,Bensin,Putih,Automatic
35000000,Hyundai,Accent,1.5,1997,35.000-40.000 km,Bensin,Ungu,Manual
1195000000,Porsche,Boxster,Lain-lain,2013,10.000-15.000 km,Bensin,Silver,Automatic
115000000,Daihatsu,Terios,TX,2012,100.000-105.000 km,Bensin,Silver,Automatic
70000000,KIA,Picanto,M/T,2012,120.000-125.000 km,Bensin,Merah,Manual
405000000,Audi,Audi A5,TFSI Quattro,2011,30.000-35.000 km,Bensin,Silver,Automatic Triptonic
107000000,Aston Martin,DB11,V12,2007,105.000-110.000 km,Bensin,Silver,Manual
267000000,Toyota,Fortuner,G,2014,80.000-85.000 km,Bensin,Silver,Automatic
281000000,Honda,HR-V,1.8L Prestige,2016,60.000-65.000 km,Bensin,Hitam,Automatic Triptonic
177000000,Honda,BR-V,E,2017,25.000-30.000 km,Bensin,Putih,Automatic
83000000,Toyota,Vios,G,2008,140.000-145.000 km,Diesel,Silver,Manual
187000000,Nissan,Serena,HWS,2013,145.000-150.000 km,Bensin,Putih,Automatic
70000000,Suzuki,SX4,Lain-lain,2008,115.000-120.000 km,Bensin,Abu-abu,Manual
83500000,Toyota,Kijang,Krista,1999,180.000-185.000 km,Diesel,Biru,Manual
60000000,Mitsubishi,Galant,V6-24,1998,220.000-225.000 km,Bensin,Hitam,Manual
220000000,Honda,HR-V,E CVT,2015,80.000-85.000 km,Bensin,Merah,Automatic
350000000,Mercedes-Benz,E-Class,E280,2009,15.000-20.000 km,Bensin,Silver,Automatic Triptonic
89000000,Nissan,Evalia,XV,2012,230.000-235.000 km,Bensin,Putih,Manual
138000027,Honda,Brio,E,2018,5.000-10.000 km,Bensin,Merah,Automatic
178000000,Nissan,Serena,X,2015,95.000-100.000 km,Bensin,Hitam,Automatic
230000000,Nissan,Navara,2.5,2013,110.000-115.000 km,Diesel,Putih,Manual
250000000,Nissan,Navara,Sports Version,2013,90.000-95.000 km,Diesel,Hitam,Automatic
110000000,Toyota,Calya,G,2016,50.000-55.000 km,Bensin,Merah,Automatic
131000000,Toyota,Innova,G,2009,90.000-95.000 km,Bensin,Silver,Manual
77000000,Mitsubishi,T120SS,Lain-lain,2016,80.000-85.000 km,Diesel,Hitam,Manual
89999999,Mazda,3,L4 2.0,2006,100.000-105.000 km,Bensin,Biru,Automatic Triptonic
59500000,Volvo,S60,Lain-lain,2004,140.000-145.000 km,Bensin,Biru,Automatic Triptonic
133000000,Ford,Ecosport,Titanium,2014,50.000-55.000 km,Bensin,Putih,Automatic
63500000,Hyundai,Atoz,GLS,2005,75.000-80.000 km,Bensin,Biru,Manual
110000000,Nissan,Grand livina,Lain-lain,2011,75.000-80.000 km,Bensin,Merah,Manual
205000000,Mitsubishi,Triton,GLS,2013,95.000-100.000 km,Diesel,Putih,Manual
53900000,Hyundai,Avega,GX,2008,135.000-140.000 km,Bensin,Abu-abu,Manual
235000000,Mazda,CX-5,Grand Touring,2014,100.000-105.000 km,Bensin,Putih,Automatic Triptonic
168500000,Ford,Ranger,XLT,2015,85.000-90.000 km,Diesel,Putih,Manual
405000000,Lexus,RX,270,2012,50.000-55.000 km,Bensin,Hitam,Automatic
78000000,BMW,Serie 3,318i E46 1.8,2001,170.000-175.000 km,Bensin,Hitam,Automatic Triptonic
129500000,Toyota,Avanza,G,2013,15.000-20.000 km,Bensin,Hitam,Manual
58000000,Hyundai,Avega,GL,2010,125.000-130.000 km,Bensin,Silver,Manual
27000000,Mazda,Vantrend,1.4,1995,5.000-10.000 km,Bensin,Merah,Manual
135000000,Ford,Everest,XLT,2008,140.000-145.000 km,Diesel,Emas,Automatic
145000000,Nissan,Juke,RX,2012,30.000-35.000 km,Bensin,Silver,Automatic
139500000,Isuzu,Panther,Touring,2003,245.000-250.000 km,Diesel,Biru,Manual
235000000,Dodge,Journey,SXT,2012,60.000-65.000 km,Bensin,Putih,Automatic Triptonic
34000000,Suzuki,Carry,Lain-lain,1995,15.000-20.000 km,Bensin,Biru,Manual
159000000,Hyundai,New Tucson,Lain-lain,2014,60.000-65.000 km,Bensin,Merah,Automatic
130000000,Jaguar,S-Type,Lain-lain,2002,35.000-40.000 km,Bensin,Hitam,Automatic
98000000,Daihatsu,Ayla,X,2016,35.000-40.000 km,Bensin,Putih,Automatic
41500000,Timor,DOHC,1.5,1997,>300.000 km,Bensin,Hijau,Manual
95000000,Suzuki,SX4,Cross Over,2009,120.000-125.000 km,Bensin,Putih,Automatic
95000000,Toyota,Calya,G,2016,95.000-100.000 km,Bensin,Oranye,Manual
105000000,Suzuki,Escudo,Lain-lain,1999,150.000-155.000 km,Bensin,Hitam,Manual
313000000,Mitsubishi,Pajero Sport,Dakar,2014,70.000-75.000 km,Diesel,Abu-abu,Automatic Triptonic
39000000,Mitsubishi,Eterna,2.0 Manual,1989,200.000-205.000 km,Bensin,Biru,Manual
75000000,Datsun,Go+,Panca T Opt,2015,65.000-70.000 km,Bensin,Abu-abu,Manual
84000000,Hyundai,i20,1.4,2011,100.000-105.000 km,Bensin,Hitam,Manual
36000000,Mazda,323,1.8,1997,105.000-110.000 km,Bensin,Biru,Manual
60000000,Daihatsu,Taruna,CL,2001,20.000-25.000 km,Bensin,Silver,Manual
350000000,BMW,Serie 7,Lain-lain,1996,10.000-15.000 km,Bensin,Abu-abu,Automatic
60000000,Hyundai,Trajet,Lain-lain,2002,95.000-100.000 km,Bensin,Biru,Automatic
97500000,Ford,Ranger,Lain-lain,2013,100.000-105.000 km,Diesel,Putih,Manual
122000000,Honda,Brio,Satya E,2017,5.000-10.000 km,Bensin,Abu-abu,Manual
